file_name,chunk_index,chunk_id,question_index,question,answer
documents\test-m3c\dbd5f14a9e6545880b0cd505583ea7d1fe1e8b3d.pdf,109,109,0,Quel était le contexte historique de la création de l'École normale en Corse?,"La création de l'École normale en Corse a eu lieu en raison de la volonté de francisation de l'île, et cela remonte à la première moitié du XIXème siècle. La Corse fut une des premières régions à bénéficier d'une École normale, avant même la loi Guizot en 1833 qui imposait une École normale par département."
documents\test-m3c\dbd5f14a9e6545880b0cd505583ea7d1fe1e8b3d.pdf,109,109,1,"Quand l'actuel bâtiment de l'école normale a été construit à Corse, et comment les premières années ont-elles été?","L'actuel bâtiment de l'école normale à Corse a été construit en 1854. Les premières années ont été très pénibles, car les élèves-maîtres corses ont été victimes de fièvres, sans doute amenées par les dépôts d'immondices des terrains jouxtant l'école."
documents\test-m3c\dbd5f14a9e6545880b0cd505583ea7d1fe1e8b3d.pdf,110,110,0,Quel événement a été considéré comme un grand avènement en ce qui concerne l'éducation publique?,"L'école publique gratuite, laïque et obligatoire sous Jules Ferry"
documents\test-m3c\dbd5f14a9e6545880b0cd505583ea7d1fe1e8b3d.pdf,110,110,1,Quel bâtiment a été construit pendant le temps béni du certificat d'études?,Le bâtiment de l'École normale de filles fut construit
documents\test-m3c\dbd5f14a9e6545880b0cd505583ea7d1fe1e8b3d.pdf,111,111,0,Quel fut le bénéfice principal de l'École normale d'Ajaciu pour les Corse privés d'université depuis 1769?,"L'École normale d'Ajaciu fut un lieu d'émancipation populaire et permit la formation d'instituteurs, ce qui permit la naissance d'une génération plus critique et allait permettre leur affranchissement peu à peu du clanisme porté à son apogée par Emmanuel Arène."
documents\test-m3c\dbd5f14a9e6545880b0cd505583ea7d1fe1e8b3d.pdf,111,111,1,En quelle période du XXe siècle les normaliens furent-ils loin d'être absents de la revendication de l'enseignement de la langue corse?,Les normaliens furent loin d'être absents de la revendication de l'enseignement de la langue corse aux années 1970 du Riacquistu.
documents\test-m3c\dbd5f14a9e6545880b0cd505583ea7d1fe1e8b3d.pdf,112,112,0,Quel événement historique a concerné l'éducation et la connaissance en Corse en 2009 ?,La formation des maîtres a intégré l'université de Corse en 2009.
documents\test-m3c\dbd5f14a9e6545880b0cd505583ea7d1fe1e8b3d.pdf,112,112,1,Comment est-ce que l'enseignement de la langue corse a été perçu dans le texte ?,"Loin d'être absents, les partisans de l'enseignement de la langue corse ont été impliqués dans la revendication."
documents\test-m3c\dbd5f14a9e6545880b0cd505583ea7d1fe1e8b3d.pdf,113,113,0,"D'après le texte, où se trouve-t-il le lieu appelé 'Lochimondu' ?","Le texte ne précise pas exactement où se trouve le lieu appelé 'Lochimondu', mais il est mentionné qu'il se trouve en Corsica et en Sardaigne."
documents\test-m3c\dbd5f14a9e6545880b0cd505583ea7d1fe1e8b3d.pdf,113,113,1,Quel est le statut de 'Lochimondu' ?,"Selon le texte, 'Lochimondu' est un lieu marqué par la force des minerais et un comuni de légendes."
documents\test-m3c\dbd5f14a9e6545880b0cd505583ea7d1fe1e8b3d.pdf,114,114,0,Quel est le sujet de la première phrase du texte ?,La fortune inattendue quand on vieillit
documents\test-m3c\dbd5f14a9e6545880b0cd505583ea7d1fe1e8b3d.pdf,114,114,1,Où se trouve la Crabarissa dans le texte ?,En Sardaigne
documents\test-m3c\dbd5f14a9e6545880b0cd505583ea7d1fe1e8b3d.pdf,115,115,0,Quel est le légendaire commun dans les lieux marqués par la force du minéral?,Le légendaire commun est celui des histoires dictées par le vieux granite debout et érodé.
documents\test-m3c\dbd5f14a9e6545880b0cd505583ea7d1fe1e8b3d.pdf,115,115,1,Comment les Corse et la Sardaigne peuvent-elles comparer leur minéralité et leur imaginaire?,Ces deux îles peuvent comparer leur minéralité et leur imaginaire car elles sont géologiquement jumelles.
documents\test-m3c\dbd5f14a9e6545880b0cd505583ea7d1fe1e8b3d.pdf,116,116,0,"Quel est le nom de la montagne qui prend la forme d'une caverne sur sa monture, selon le texte ?",La montagne qui prend la forme d'une caverne sur sa monture est la Sposata.
documents\test-m3c\dbd5f14a9e6545880b0cd505583ea7d1fe1e8b3d.pdf,116,116,1,"Quels sont les lieux où Maria, la bergère, vivait selon le texte ?","Selon le texte, Maria, la bergère, vivait au côté de Nessa."
documents\test-m3c\dbd5f14a9e6545880b0cd505583ea7d1fe1e8b3d.pdf,117,117,0,Quel est l'attitude de la bergère envers sa mère dans la fable ?,La bergère méprise sa mère jusqu'à demander un simple racloir pour compléter sa dot.
documents\test-m3c\dbd5f14a9e6545880b0cd505583ea7d1fe1e8b3d.pdf,117,117,1,Quel est le détail décrivant la nature peu amene de la bergère dans la fable ?,La bergère est prise dans le tourbillon de sa promotion.
documents\test-m3c\dbd5f14a9e6545880b0cd505583ea7d1fe1e8b3d.pdf,118,118,0,Quelle est la légende qui explique pourquoi la bergère a été pétrifiée à Locht Mondu ?,"Selon la première légende, la bergère a été pétrifiée par le sort jeté par un autre berger à qui elle n'aurait pas accordé une aide méritée."
documents\test-m3c\dbd5f14a9e6545880b0cd505583ea7d1fe1e8b3d.pdf,118,118,1,Quel est le contexte de la pétrification de la bergère dans la légende de Cabras ?,"Dans la légende de Cabras, la habitante de la plaine d'Oristano a été pétrifiée lorsque son amoureux d'Austis, auquel elle avait promis le mariage dès la transhumance terminée, l'a trahie avec une autre."
documents\test-m3c\dbd5f14a9e6545880b0cd505583ea7d1fe1e8b3d.pdf,119,119,0,Quel est le lieu où la pétrification de la bergère aurait eu lieu?,"Le lieu où la pétrification de la bergère aurait eu lieu n'est pas précisé dans le texte, mais cela semble se produire sur le chemin de son retour du village de son aimé."
documents\test-m3c\dbd5f14a9e6545880b0cd505583ea7d1fe1e8b3d.pdf,119,119,1,Est-il possible que la mémoire soit comparée à du sang dans le texte?,"Oui, le texte suggère la possibilité que la mémoire soit comparée au sang des roches ancestrales."
documents\test-m3c\dbd5f14a9e6545880b0cd505583ea7d1fe1e8b3d.pdf,120,120,0,Quel est le nom du village français mentionné dans le texte ?,Oradour-sur-Glane
documents\test-m3c\dbd5f14a9e6545880b0cd505583ea7d1fe1e8b3d.pdf,120,120,1,Quel est le lien entre Oradour-sur-Glane et Corsica selon le texte ?,"Oradour-sur-Glane est lié à Corsica car il est mentionné comme un endroit où ont été tués des Corses, sans qu'il soit précisé comment."
documents\test-m3c\dbd5f14a9e6545880b0cd505583ea7d1fe1e8b3d.pdf,121,121,0,Quel événement tragique a-t-il été décrit dans le texte ?,"Le texte décrit la tragédie d'Oradour, où 246 femmes et 207 enfants ont été chassés de l'école puis massacrés dans l'église."
documents\test-m3c\dbd5f14a9e6545880b0cd505583ea7d1fe1e8b3d.pdf,121,121,1,Quel lien y a-t-il entre Tintin Saliceti et l'événement d'Oradour ?,"Le texte ne fournit pas de renseignements clairs sur le lien entre Tintin Saliceti et l'événement d'Oradour. Cependant, on apprend que des membres de la famille d'Aliotti, qui peut être la famille de Tintin, ont été massacrés à Oradour."
documents\test-m3c\dbd5f14a9e6545880b0cd505583ea7d1fe1e8b3d.pdf,122,122,0,Qui a été exécuté dans l'église d'Oradour ?,"Le texte ne précise pas qui a été exécuté dans l'église d'Oradour, mais on peut déduire que c'est le sujet des fiddoli (les mauvais hommes) mentionnés dans le texte."
documents\test-m3c\dbd5f14a9e6545880b0cd505583ea7d1fe1e8b3d.pdf,122,122,1,Quelle est l'identité des cuisiniers carnaux de l'Aliotti ?,"Les cuisiniers carnaux de l'Aliotti sont les parents de Tintin, ce qui est mentionné dans le texte."
documents\test-m3c\dbd5f14a9e6545880b0cd505583ea7d1fe1e8b3d.pdf,123,123,0,Quels sont les individus en question dans le texte ?,"Les individus en question dans le texte sont des assassins, dont certains sont des Français d'Alsace, et Henri Aliotti, le frère de Felix Aliotti."
documents\test-m3c\dbd5f14a9e6545880b0cd505583ea7d1fe1e8b3d.pdf,123,123,1,Quel événement historique est-il question dans le texte ?,"Le texte fait référence au procès des assassins de la ville d'Oradour-sur-Glane, qui a eu lieu en 1953."
documents\test-m3c\dbd5f14a9e6545880b0cd505583ea7d1fe1e8b3d.pdf,124,124,0,Quel événement tragique est-il mentionné dans le texte ?,"Le texte mentionne la tragique mort de 642 habitants d'Oradour-sur-Glane, en France, en juin 1944, assassinés par les SS."
documents\test-m3c\dbd5f14a9e6545880b0cd505583ea7d1fe1e8b3d.pdf,124,124,1,Pourquoi est-ce que Tintin Saliceti est lié à l'événement d'Oradour-sur-Glane ?,"Bien que Tintin Saliceti n'ait pas vécu à l'époque du drame, il est lié à l'événement d'Oradour-sur-Glane car il y pense toujours."
documents\test-m3c\dbd5f14a9e6545880b0cd505583ea7d1fe1e8b3d.pdf,125,125,0,Qui ont été victimes du drame d'Oradour en 1944?,"La famille Aliotti, composée de Félix, sa femme et leurs trois enfants, y compris la plus jeune de 2 mois."
documents\test-m3c\dbd5f14a9e6545880b0cd505583ea7d1fe1e8b3d.pdf,125,125,1,Quel est l'histoire derrière le suicide d'Henri Aliotti en 1953?,"Henri Aliotti, le frère de Félix, a commis suicide après une quête infructueuse des assassins."
documents\test-m3c\dbd5f14a9e6545880b0cd505583ea7d1fe1e8b3d.pdf,126,126,0,Dans quelle ville est-ce que Marignana est mentionné dans le texte?,Sorru
documents\test-m3c\dbd5f14a9e6545880b0cd505583ea7d1fe1e8b3d.pdf,126,126,1,Quels auteurs de talent sont mentionnés dans le texte pour avoir écrit de la littérature corse?,"Santu Casanova, Petru Rocca, et Paulu Arrighi"
documents\test-m3c\dbd5f14a9e6545880b0cd505583ea7d1fe1e8b3d.pdf,127,127,0,Qui font partie de ceux qui ont écrit un abbriu novu en langue corse ?,Ghjacurnu Santu Versini et Durnenicu Ancone Geronimi
documents\test-m3c\dbd5f14a9e6545880b0cd505583ea7d1fe1e8b3d.pdf,127,127,1,"Parmi les personnes discutées dans le texte, qui a contribué aux propositions orthographiques de l'année 1971 ?",Pasquale Marchetti
documents\test-m3c\dbd5f14a9e6545880b0cd505583ea7d1fe1e8b3d.pdf,128,128,0,Qui était Marignana et comment était-il lié à Geronimi?,"Selon le texte, Marignana est lié à Geronimi parce qu'il a fait école. Il n'est cependant pas précisé si Marignana était un professeur ou un auteur d'école de Geronimi."
documents\test-m3c\dbd5f14a9e6545880b0cd505583ea7d1fe1e8b3d.pdf,128,128,1,Qu'est-ce que l'idée corsa et comment les deux personnes de Marignana se sont-elles exprimées à son sujet?,"L'idée corsa n'est pas définie explicitement dans le texte, mais il est mentionné que Geronimi la considère comme impulsible en termes de promouvoir les valeurs démocratiques et sociales justice. Les deux personnes de Marignana se sont exprimées de manière humaine, généreuse et sans extrémisme à l'égard de l'idée corsa."
documents\test-m3c\dbd5f14a9e6545880b0cd505583ea7d1fe1e8b3d.pdf,129,129,0,Quels sont les écrivains de langue corse notables mentionnés dans le texte qui ont vécu à des époques différentes ?,"Santu Casanova, Petru Rocca et Paulu Arrighi sont cités comme des écrivains de langue corse notables de la période allant du début du XXe siècle aux années 1930. De la génération actuelle, on cite Petra Leca, Ghjuvan Maria Arrighi, Ghjuvan Ghjaseppu Franchi et Pasquale Ottavi."
documents\test-m3c\dbd5f14a9e6545880b0cd505583ea7d1fe1e8b3d.pdf,129,129,1,"D'après le texte, où est-ce que Matteu Ceccaldi est-il originaire ?",Matteu Ceccaldi est originaire d'Evisa.
documents\test-m3c\dbd5f14a9e6545880b0cd505583ea7d1fe1e8b3d.pdf,130,130,0,Quels sont les deux écrivains de langue corse originaires de Marignana qui ont été mentionnés dans le texte ?,Ghjacumu Santu Versini et Dumenic'Antone Geronimi
documents\test-m3c\dbd5f14a9e6545880b0cd505583ea7d1fe1e8b3d.pdf,130,130,1,Qu'est-ce qui lie ensemble les travaux de Ghjacumu Santu Versini et Dumenic'Antone Geronimi selon le texte ?,"Ils ont tous deux contribué à des publications culturelles en langue corse, A Cispra et Rigi, respectivement"
documents\test-m3c\dbd5f14a9e6545880b0cd505583ea7d1fe1e8b3d.pdf,131,131,0,Quels sont les deux auteurs Marignanais mentionnés dans le texte et quelle est la relation entre eux?,"Les auteurs Marignanais mentionnés sont A Cispra et Rigiru. Le texte indique qu'ils ont été écrits par des auteurs différents mais séparés par soixante ans, et que leurs idées et engagements pour la langue corse sont clairement liés."
documents\test-m3c\dbd5f14a9e6545880b0cd505583ea7d1fe1e8b3d.pdf,131,131,1,Qu'est-ce que Geronimi a dit sur l'idée de langue corse en 2008 et pourquoi il a fait mention d'une idée qui a un souci majeur des valeurs de démocratie et de justice sociale?,Geronimi a dit qu'il y a des conceptions erronées qui associent l'idée de langue corse à une idée qui a un souci majeur des valeurs de démocratie et de justice sociale. Il le fait en réponse à l'idée qu'il y aurait un désir d'attribuer la reconnaissance des nationalités à l'idée de langue corse.
documents\test-m3c\dbd5f14a9e6545880b0cd505583ea7d1fe1e8b3d.pdf,132,132,0,Quand a été fondée la première université de Corse?,La première université de Corse a été fondée en juillet 1765.
documents\test-m3c\dbd5f14a9e6545880b0cd505583ea7d1fe1e8b3d.pdf,132,132,1,Quel bâtiment est devenu le siège de l'Université de Corse en 2016?,Le Palazzu naziunale de Corti a devenu le siège de l'Université de Corse en 2016.
documents\test-m3c\dbd5f14a9e6545880b0cd505583ea7d1fe1e8b3d.pdf,133,133,0,Quel diplôme est-il possible d'obtenir après un premier DEA (Diplôme d'Études Approfondies) pour les étudiants de l'année I ?,Le texte indique que les étudiants de l'année I peuvent obtenir un diplôme de scudii corsi après un premier DEA.
documents\test-m3c\dbd5f14a9e6545880b0cd505583ea7d1fe1e8b3d.pdf,133,133,1,Quel est le statut officiel de la licence obtenue pour les premiers diplômes de troisième cycle ?,"Le texte ne précise pas clairement le statut officiel de la licence obtenue pour les premiers diplômes de troisième cycle. Il est mentionné qu'elle peut offrir des possibilités d'insigna à discipline scudiata, mais pas qu'elle soit une licence officielle."
documents\test-m3c\dbd5f14a9e6545880b0cd505583ea7d1fe1e8b3d.pdf,134,134,0,Quel est l'année à partir de laquelle les premiers adjoints de cours potentiels ont pu être insignés dans les écoles de Corse ?,Les premiers adjoints de cours potentiels ont pu être insignés dans les écoles de Corse à partir de 1986.
documents\test-m3c\dbd5f14a9e6545880b0cd505583ea7d1fe1e8b3d.pdf,134,134,1,Quels sont les titulaires des premiers diplômes de cours dans les écoles de Corse ?,Les premiers maîtres ausiliarii de cours potentiels titulaires de diplôme de cours dans les écoles de Corse étaient les premiers adjoints de cours potentiels.
documents\test-m3c\dbd5f14a9e6545880b0cd505583ea7d1fe1e8b3d.pdf,135,135,0,Quel est l'endroit où Lionel Jospin a créé un concours de Capes de corse en 188?,Le concours a été créé à Lochimondou.
documents\test-m3c\dbd5f14a9e6545880b0cd505583ea7d1fe1e8b3d.pdf,135,135,1,Quel était le nom du premier gouvernement national de Corse qui a occupé le Palazzu naziunali?,Le premier gouvernement national à occuper le Palazzu naziunali était celui de la Signoria.
documents\test-m3c\dbd5f14a9e6545880b0cd505583ea7d1fe1e8b3d.pdf,136,136,0,Quand ont eu lieu les premiers cours de l'Université paolienne?,Les premiers cours de l'Université paolienne ont eu lieu en janvier 1765.
documents\test-m3c\dbd5f14a9e6545880b0cd505583ea7d1fe1e8b3d.pdf,136,136,1,Quand a-t-il été créé le Palazzu naziunale consacré à l'enseignement et à la recherche universitaire à Corse?,Le Palazzu naziunale consacré à l'enseignement et à la recherche universitaire à Corse a été créé en 1982.
documents\test-m3c\dbd5f14a9e6545880b0cd505583ea7d1fe1e8b3d.pdf,137,137,0,Qu'est-ce que signifie 'DEA' dans le texte ?,"Dans le contexte du texte, le DEA représente un diplôme d'études supérieures, obtenu après la licence habilitée."
documents\test-m3c\dbd5f14a9e6545880b0cd505583ea7d1fe1e8b3d.pdf,137,137,1,Qu'indique le texte au sujet de la licence habilitée ?,"Le texte indique que la licence habilitée a été obtenue après quelques occupations, au bout de trois ans, suite à la demande des étudiants pour la reconnaissance de leur diplôme d'université, qui n'avait pas d'habilitation nationale."
documents\test-m3c\dbd5f14a9e6545880b0cd505583ea7d1fe1e8b3d.pdf,138,138,0,Quel est le diplôme correspondant au premier cycle supérieur de l'université de Corse mentionné dans le texte ?,Le diplôme correspondant au premier cycle supérieur de l'université de Corse mentionné dans le texte est le U PALA ZZU NAZIUNAL.
documents\test-m3c\dbd5f14a9e6545880b0cd505583ea7d1fe1e8b3d.pdf,138,138,1,Quel fut l'effet initial du DEA sur la cote jeune université ?,Le DEA ouvrait la voie à une école doctorale et aux premières thèses de la cote jeune université.
documents\test-m3c\dbd5f14a9e6545880b0cd505583ea7d1fe1e8b3d.pdf,139,139,0,Qu'a remplacé le Centre d'études corses ?,Le Centre d'études corses a été remplacé par une unité mixte de recherche labellisée par le CNRS.
documents\test-m3c\dbd5f14a9e6545880b0cd505583ea7d1fe1e8b3d.pdf,139,139,1,Quelle est la vocation du Palazzu selon le texte ?,"Selon le texte, la vocation du Palazzu est de être un lieu de gouvernement."
documents\test-m3c\dbd5f14a9e6545880b0cd505583ea7d1fe1e8b3d.pdf,140,140,0,Quelles cultures ont laissé leur empreinte sur la petite région historique de Carghjese en Corse ?,Les Liguri de Bonifaziu et les Grecs de Carghjesi ont laissé leur empreinte sur la petite région historique de Carghjese en Corse.
documents\test-m3c\dbd5f14a9e6545880b0cd505583ea7d1fe1e8b3d.pdf,140,140,1,Pourquoi les Grecs ont-ils été particulièrement touchés par des difficultés historiques à Corsica ?,Les Grecs ont été particulièrement touchés par des difficultés historiques à Corsica car ils ont subi une orde de deux siècles de troubles.
documents\test-m3c\dbd5f14a9e6545880b0cd505583ea7d1fe1e8b3d.pdf,141,141,0,Quand la Crète est-elle libérée de la domination turque ?,La Crète est libérée de la domination turque en 1648.
documents\test-m3c\dbd5f14a9e6545880b0cd505583ea7d1fe1e8b3d.pdf,141,141,1,Quels groupes de Grecs fuient l'Empire ottoman pour rejoindre l'Italie ?,"En 1663, des groupes de Grecs libérés de l'Empire ottoman fuient pour rejoindre l'Italie."
documents\test-m3c\dbd5f14a9e6545880b0cd505583ea7d1fe1e8b3d.pdf,142,142,0,Quel événement a entraîné le retour de Ghjenuva à Carghjesi en 1775?,Le retour de Ghjenuva à Carghjesi en 1775 est dû à sa reprise après Marbeuf.
documents\test-m3c\dbd5f14a9e6545880b0cd505583ea7d1fe1e8b3d.pdf,142,142,1,En quelle année a-t-on construit une église latine avec un rituel byzantin à Carghjesi?,Une église latine avec un rituel byzantin a été construite à Carghjesi en 1829.
documents\test-m3c\dbd5f14a9e6545880b0cd505583ea7d1fe1e8b3d.pdf,143,143,0,"Quelles deux minorités historiques sont-elles identifiées dans la Corse, selon le texte ?",Bonifacio et Cargèse
documents\test-m3c\dbd5f14a9e6545880b0cd505583ea7d1fe1e8b3d.pdf,143,143,1,Quel événement historique a provoqué l'exil de la communauté grecque de la Corse ?,La perte de Candie en Crète par les Vénitiens et le siège mis par les Turcs en 1648
documents\test-m3c\dbd5f14a9e6545880b0cd505583ea7d1fe1e8b3d.pdf,144,144,0,Quel événement a entraîné la fuite de groupes de Grecs du Péloponnèse?,La fuite de groupes de Grecs du Péloponnèse a été provoquée par l'assaut sur le Péloponnèse.
documents\test-m3c\dbd5f14a9e6545880b0cd505583ea7d1fe1e8b3d.pdf,144,144,1,Quel événement a dû durer vingt-deux ans et est mentionné comme ayant eu lieu en Crète?,"Le siège mis par les Turcs sur Candie, une possession vénitienne, a duré vingt-deux ans."
documents\test-m3c\dbd5f14a9e6545880b0cd505583ea7d1fe1e8b3d.pdf,145,145,0,Quels Grecs sont embarqués à Vitylo en 1675 et où débarquent-ils en Corse ?,"800 Mainotes sont embarqués à Vitylo et débarquent en 1675 dans le port des Moines, du côté de Cargèse."
documents\test-m3c\dbd5f14a9e6545880b0cd505583ea7d1fe1e8b3d.pdf,145,145,1,Pourquoi les Grecs trouvent-ils refuge à Ajaccio en 1731 ?,Les Grecs trouvent refuge à Ajaccio en 1731 après avoir été chassés de Paomia au moment de la Révolution corse en 1731.
documents\test-m3c\dbd5f14a9e6545880b0cd505583ea7d1fe1e8b3d.pdf,146,146,0,Quel général a réinstallé les Grecs en Corse pour fonder Cargese en 1775?,Le général Marbeuf
documents\test-m3c\dbd5f14a9e6545880b0cd505583ea7d1fe1e8b3d.pdf,146,146,1,Quel type de mixité religieuse caractérise aujourd'hui Cargese en Corse?,Une mixité entre le rite latin et le rite byzantin
documents\test-m3c\dbd5f14a9e6545880b0cd505583ea7d1fe1e8b3d.pdf,147,147,0,Quel est le nom de l'île qui est située près de Bastia et dans les bucs de Bunifaziu ?,L'île est appelée Maddalena.
documents\test-m3c\dbd5f14a9e6545880b0cd505583ea7d1fe1e8b3d.pdf,147,147,1,Quel est le nom de l'île qui a été fondée par Macinaghju et où se trouve le port de l'Isula Rossa ?,L'île est appelée Capraia.
documents\test-m3c\dbd5f14a9e6545880b0cd505583ea7d1fe1e8b3d.pdf,148,148,0,Quand a-t-on pris l'île de Capraia?,1767
documents\test-m3c\dbd5f14a9e6545880b0cd505583ea7d1fe1e8b3d.pdf,148,148,1,Quelle langue était principalement parlée sur l'île de Maddalena au XVIIIe siècle?,La langue corsa était la plus répandue sur l'île de Maddalena au XVIIIe siècle en raison de l'unification ou de l'administration rigoureuse
documents\test-m3c\dbd5f14a9e6545880b0cd505583ea7d1fe1e8b3d.pdf,149,149,0,Quel est le lieu où Corsa a été fondée?,Le texte indique que Corsa a été fondée en Piémont.
documents\test-m3c\dbd5f14a9e6545880b0cd505583ea7d1fe1e8b3d.pdf,149,149,1,"Combien de temps après la fondation de Corsa, Costantini et Bonaparte sont devenus des députés?","Vingt-cinq ans après la fondation de Corsa, Costantini et Bonaparte sont devenus des députés."
documents\test-m3c\dbd5f14a9e6545880b0cd505583ea7d1fe1e8b3d.pdf,150,150,0,Quel était le nom de l'expédition militaire qui eut lieu à Maddalena en 1793 ?,Le texte ne précise pas le nom de l'expédition militaire qui eut lieu à Maddalena en 1793.
documents\test-m3c\dbd5f14a9e6545880b0cd505583ea7d1fe1e8b3d.pdf,150,150,1,Pourquoi les Italiens ont-ils voulu prendre l'île de Bonifacio aux années 1980 ?,"Le texte ne précise pas le motif pour lequel les Italiens ont voulu prendre l'île de Bonifacio aux années 1980. Cependant, il est mentionné qu'ils ont utilisé des coups de main de l'argent, mais cela n'explique pas pourquoi ils ont voulu prendre l'île."
documents\test-m3c\dbd5f14a9e6545880b0cd505583ea7d1fe1e8b3d.pdf,151,151,0,Quelles deux îles intéressent particulièrement dans le texte ?,Capraia et la Maddalena
documents\test-m3c\dbd5f14a9e6545880b0cd505583ea7d1fe1e8b3d.pdf,151,151,1,Pourquoi Capraia aurait-elle posé un véritable problème stratégique à la Sérénissime ?,Parce que Capraia était un point de passage génois
documents\test-m3c\dbd5f14a9e6545880b0cd505583ea7d1fe1e8b3d.pdf,152,152,0,Quel lieu a été pris par Paoli en mai 1767?,Capraia
documents\test-m3c\dbd5f14a9e6545880b0cd505583ea7d1fe1e8b3d.pdf,152,152,1,Comment l'occupation de Capraia a-t-elle influencé la cession de la Corse?,Cette victoire a accéléré le processus de cession de la Corse
documents\test-m3c\dbd5f14a9e6545880b0cd505583ea7d1fe1e8b3d.pdf,153,153,0,Pourquoi la Corse a-t-elle perdu Capraia selon le texte ?,La Corse a perdu Capraia à la condition de laisser la suprématie maritime à Gênes dans cette zone de la Tyrrhénienne.
documents\test-m3c\dbd5f14a9e6545880b0cd505583ea7d1fe1e8b3d.pdf,153,153,1,Quel était le sort des Maddalena dans la période décrite dans le texte ?,"Les Maddalena étaient dépendantes de Bonifacio depuis le XVIIe siècle et assurées par cette ville en matière administrative économique et religieuse. En 1767, le Piémont offrit des avantages fonciers aux habitants qui tournèrent le dos à Bonifacio pour aller vers leurs intérêts."
documents\test-m3c\dbd5f14a9e6545880b0cd505583ea7d1fe1e8b3d.pdf,154,154,0,Qui a été un lieutenant jeune qui a connu un échec dans l'expédition de Sardaigne?,Le lieutenant jeune qui a connu un échec dans l'expédition de Sardaigne est Napoléon Bonaparte.
documents\test-m3c\dbd5f14a9e6545880b0cd505583ea7d1fe1e8b3d.pdf,154,154,1,Quels sont les résultats de l'expédition de Sardaigne selon le texte?,L'expédition de Sardaigne a été faussée et a été le premier échec de Napoléon Bonaparte. Elle a également provoqué la création de frontières qui ont isolé la Corse et privé la Corse de ses interfaces directes.
documents\test-m3c\dbd5f14a9e6545880b0cd505583ea7d1fe1e8b3d.pdf,155,155,0,"Quel événement tragique est mentionné dans la chanson de Bartolumeu Dolovici, et où a-t-il eu lieu?","L'événement tragique mentionné est l'assassinat des deux frères Ruggieri, qui a eu lieu à un stazzu (un bâtiment) de Melza, à 1 700 mètres d'altitude dans la montagne de Boziu."
documents\test-m3c\dbd5f14a9e6545880b0cd505583ea7d1fe1e8b3d.pdf,155,155,1,Pourquoi est-ce que les légionnaires en Corsica en 1962 correspondent à un fait historique de l'ultra-nationalisme?,Les légionnaires en Corsica en 1962 correspondaient à un fait historique de l'ultra-nationalisme car leur arrivée en Corsica à cette époque correspondait à un événement historique déterminé dans l'histoire du nationalisme.
documents\test-m3c\dbd5f14a9e6545880b0cd505583ea7d1fe1e8b3d.pdf,156,156,0,Quels soldats étaient accueillis à Calvi pendant l'année 1960?,"Les soldats accueillis à Calvi pendant l'année 1960 étaient des réfugiés d'Algérie, des travailleurs agricoles et des legionnaires."
documents\test-m3c\dbd5f14a9e6545880b0cd505583ea7d1fe1e8b3d.pdf,156,156,1,Qu'est-ce qui a conduit aux incendies dans la région de Calvi?,"Les incendies dans la région de Calvi ont été provoqués en réponse aux services rendus par les légions étrangères, selon le texte."
documents\test-m3c\dbd5f14a9e6545880b0cd505583ea7d1fe1e8b3d.pdf,157,157,0,Quel est le lieu où se déroule la calisgina de Bustanicu?,"Le lieu où se déroule la calisgina de Bustanicu est Aleria, comme indiqué dans le texte : 'disgrazia di Bustanicu sarà una calisgina chl picciarà toma u focu in a brasgia calda d'Aleria'."
documents\test-m3c\dbd5f14a9e6545880b0cd505583ea7d1fe1e8b3d.pdf,157,157,1,Quels sont les deux frères pasteurs mentionnés dans le texte et où se trouvent-ils?,"Les deux frères pasteurs mentionnés dans le texte n'ont pas de noms spécifiés. Ils sont décrits comme étant des frères pasteurs et se trouvent à la terre de Cardone, comme indiqué dans le texte : 'Site stati - 70 - A la terra di Cardone'."
documents\test-m3c\dbd5f14a9e6545880b0cd505583ea7d1fe1e8b3d.pdf,158,158,0,Quel est le poète auteur du texte et quelle est la pièce célèbre que laquelle fait référence au drame de Bustanicu ?,Le poète auteur du texte est Bartu.lumeu Dolovici et la pièce célèbre que laquelle fait référence au drame de Bustanicu est le texte fameux du même nom.
documents\test-m3c\dbd5f14a9e6545880b0cd505583ea7d1fe1e8b3d.pdf,158,158,1,Quel est l'événement historique que fait référence le texte de Bartu.lumeu Dolovici ?,"L'événement historique que fait référence le texte de Bartu.lumeu Dolovici est l'assassinat de deux bergers corses par un légionnaire déserteur, le 25 septembre 1976."
documents\test-m3c\dbd5f14a9e6545880b0cd505583ea7d1fe1e8b3d.pdf,159,159,0,Quel evenement a marqué la fin de l'empire colonial français selon le texte ?,"La date mentionnée est celle de la fin de l'empire colonial français, sans précision sur l'année exacte, selon le texte."
documents\test-m3c\dbd5f14a9e6545880b0cd505583ea7d1fe1e8b3d.pdf,159,159,1,"Quelle est la signification historique de l'arrivée des légionnaires en Corse, selon le texte ?","Selon le texte, l'arrivée des légionnaires en Corse en 1962 est une date marquante qui s'inscrit dans une conjoncture historique, marquant pour la Corse une véritable articulation historique."
documents\test-m3c\dbd5f14a9e6545880b0cd505583ea7d1fe1e8b3d.pdf,160,160,0,Qu'indique le texte sur le sort de la Corse après-guerre?,Le texte indique que la Corse est un désert démographique sans réelles perspectives de développement après-guerre.
