feedback,question_id,expected_score,model,score,execution_time,combination_size,type,question_text,human_answer
,2534,9,"google:gemini-3.5-flash-lite,ollama:ministral-3:3b,ollama:qwen3.5:2b,ollama:qwen3.5:4b",8.25,,4,combination,Quels exemples concrets sont donnés dans le texte pour illustrer l'idée que la consommation culturelle remplace partiellement le rôle de la langue dans l'identité corse ?,"La consommation culturelle, comme par exemple la gastronomie, la mode, les cosmétiques, et le Sporting, est un élément qui permet de revendiquer une appartenance à la Corse, même sans maîtriser sa langue."
,2534,9,"google:gemini-3.5-flash-lite,ollama:llama3.2:1b,ollama:llama3.2:3b,ollama:qwen3.5:2b",8.0,,4,combination,Quels exemples concrets sont donnés dans le texte pour illustrer l'idée que la consommation culturelle remplace partiellement le rôle de la langue dans l'identité corse ?,"La consommation culturelle, comme par exemple la gastronomie, la mode, les cosmétiques, et le Sporting, est un élément qui permet de revendiquer une appartenance à la Corse, même sans maîtriser sa langue."
,2534,9,"google:gemini-3.5-flash-lite,ollama:llama3.2:1b,ollama:llama3.2:3b,ollama:qwen3.5:4b",9.75,,4,combination,Quels exemples concrets sont donnés dans le texte pour illustrer l'idée que la consommation culturelle remplace partiellement le rôle de la langue dans l'identité corse ?,"La consommation culturelle, comme par exemple la gastronomie, la mode, les cosmétiques, et le Sporting, est un élément qui permet de revendiquer une appartenance à la Corse, même sans maîtriser sa langue."
,2534,9,"google:gemini-3.5-flash-lite,ollama:llama3.2:1b,ollama:qwen3.5:2b,ollama:qwen3.5:4b",8.0,,4,combination,Quels exemples concrets sont donnés dans le texte pour illustrer l'idée que la consommation culturelle remplace partiellement le rôle de la langue dans l'identité corse ?,"La consommation culturelle, comme par exemple la gastronomie, la mode, les cosmétiques, et le Sporting, est un élément qui permet de revendiquer une appartenance à la Corse, même sans maîtriser sa langue."
,2534,9,"google:gemini-3.5-flash-lite,ollama:llama3.2:3b,ollama:qwen3.5:2b,ollama:qwen3.5:4b",8.25,,4,combination,Quels exemples concrets sont donnés dans le texte pour illustrer l'idée que la consommation culturelle remplace partiellement le rôle de la langue dans l'identité corse ?,"La consommation culturelle, comme par exemple la gastronomie, la mode, les cosmétiques, et le Sporting, est un élément qui permet de revendiquer une appartenance à la Corse, même sans maîtriser sa langue."
,2534,9,"google:gemini-3.1-flash-lite,ollama:ministral-3:3b,ollama:llama3.2:1b,ollama:llama3.2:3b",9.75,,4,combination,Quels exemples concrets sont donnés dans le texte pour illustrer l'idée que la consommation culturelle remplace partiellement le rôle de la langue dans l'identité corse ?,"La consommation culturelle, comme par exemple la gastronomie, la mode, les cosmétiques, et le Sporting, est un élément qui permet de revendiquer une appartenance à la Corse, même sans maîtriser sa langue."
,2534,9,"google:gemini-3.1-flash-lite,ollama:ministral-3:3b,ollama:llama3.2:1b,ollama:qwen3.5:2b",8.0,,4,combination,Quels exemples concrets sont donnés dans le texte pour illustrer l'idée que la consommation culturelle remplace partiellement le rôle de la langue dans l'identité corse ?,"La consommation culturelle, comme par exemple la gastronomie, la mode, les cosmétiques, et le Sporting, est un élément qui permet de revendiquer une appartenance à la Corse, même sans maîtriser sa langue."
,2534,9,"google:gemini-3.1-flash-lite,ollama:ministral-3:3b,ollama:llama3.2:1b,ollama:qwen3.5:4b",9.75,,4,combination,Quels exemples concrets sont donnés dans le texte pour illustrer l'idée que la consommation culturelle remplace partiellement le rôle de la langue dans l'identité corse ?,"La consommation culturelle, comme par exemple la gastronomie, la mode, les cosmétiques, et le Sporting, est un élément qui permet de revendiquer une appartenance à la Corse, même sans maîtriser sa langue."
,2534,9,"google:gemini-3.1-flash-lite,ollama:ministral-3:3b,ollama:llama3.2:3b,ollama:qwen3.5:2b",8.25,,4,combination,Quels exemples concrets sont donnés dans le texte pour illustrer l'idée que la consommation culturelle remplace partiellement le rôle de la langue dans l'identité corse ?,"La consommation culturelle, comme par exemple la gastronomie, la mode, les cosmétiques, et le Sporting, est un élément qui permet de revendiquer une appartenance à la Corse, même sans maîtriser sa langue."
,2534,9,"google:gemini-3.1-flash-lite,ollama:ministral-3:3b,ollama:llama3.2:3b,ollama:qwen3.5:4b",10.0,,4,combination,Quels exemples concrets sont donnés dans le texte pour illustrer l'idée que la consommation culturelle remplace partiellement le rôle de la langue dans l'identité corse ?,"La consommation culturelle, comme par exemple la gastronomie, la mode, les cosmétiques, et le Sporting, est un élément qui permet de revendiquer une appartenance à la Corse, même sans maîtriser sa langue."
,2534,9,"google:gemini-3.1-flash-lite,ollama:ministral-3:3b,ollama:qwen3.5:2b,ollama:qwen3.5:4b",8.25,,4,combination,Quels exemples concrets sont donnés dans le texte pour illustrer l'idée que la consommation culturelle remplace partiellement le rôle de la langue dans l'identité corse ?,"La consommation culturelle, comme par exemple la gastronomie, la mode, les cosmétiques, et le Sporting, est un élément qui permet de revendiquer une appartenance à la Corse, même sans maîtriser sa langue."
,2534,9,"google:gemini-3.1-flash-lite,ollama:llama3.2:1b,ollama:llama3.2:3b,ollama:qwen3.5:2b",8.0,,4,combination,Quels exemples concrets sont donnés dans le texte pour illustrer l'idée que la consommation culturelle remplace partiellement le rôle de la langue dans l'identité corse ?,"La consommation culturelle, comme par exemple la gastronomie, la mode, les cosmétiques, et le Sporting, est un élément qui permet de revendiquer une appartenance à la Corse, même sans maîtriser sa langue."
,2534,9,"google:gemini-3.1-flash-lite,ollama:llama3.2:1b,ollama:llama3.2:3b,ollama:qwen3.5:4b",9.75,,4,combination,Quels exemples concrets sont donnés dans le texte pour illustrer l'idée que la consommation culturelle remplace partiellement le rôle de la langue dans l'identité corse ?,"La consommation culturelle, comme par exemple la gastronomie, la mode, les cosmétiques, et le Sporting, est un élément qui permet de revendiquer une appartenance à la Corse, même sans maîtriser sa langue."
,2534,9,"google:gemini-3.1-flash-lite,ollama:llama3.2:1b,ollama:qwen3.5:2b,ollama:qwen3.5:4b",8.0,,4,combination,Quels exemples concrets sont donnés dans le texte pour illustrer l'idée que la consommation culturelle remplace partiellement le rôle de la langue dans l'identité corse ?,"La consommation culturelle, comme par exemple la gastronomie, la mode, les cosmétiques, et le Sporting, est un élément qui permet de revendiquer une appartenance à la Corse, même sans maîtriser sa langue."
,2534,9,"google:gemini-3.1-flash-lite,ollama:llama3.2:3b,ollama:qwen3.5:2b,ollama:qwen3.5:4b",8.25,,4,combination,Quels exemples concrets sont donnés dans le texte pour illustrer l'idée que la consommation culturelle remplace partiellement le rôle de la langue dans l'identité corse ?,"La consommation culturelle, comme par exemple la gastronomie, la mode, les cosmétiques, et le Sporting, est un élément qui permet de revendiquer une appartenance à la Corse, même sans maîtriser sa langue."
,2534,9,"ollama:ministral-3:3b,ollama:llama3.2:1b,ollama:llama3.2:3b,ollama:qwen3.5:2b",8.0,,4,combination,Quels exemples concrets sont donnés dans le texte pour illustrer l'idée que la consommation culturelle remplace partiellement le rôle de la langue dans l'identité corse ?,"La consommation culturelle, comme par exemple la gastronomie, la mode, les cosmétiques, et le Sporting, est un élément qui permet de revendiquer une appartenance à la Corse, même sans maîtriser sa langue."
,2534,9,"ollama:ministral-3:3b,ollama:llama3.2:1b,ollama:llama3.2:3b,ollama:qwen3.5:4b",9.75,,4,combination,Quels exemples concrets sont donnés dans le texte pour illustrer l'idée que la consommation culturelle remplace partiellement le rôle de la langue dans l'identité corse ?,"La consommation culturelle, comme par exemple la gastronomie, la mode, les cosmétiques, et le Sporting, est un élément qui permet de revendiquer une appartenance à la Corse, même sans maîtriser sa langue."
,2534,9,"ollama:ministral-3:3b,ollama:llama3.2:1b,ollama:qwen3.5:2b,ollama:qwen3.5:4b",8.0,,4,combination,Quels exemples concrets sont donnés dans le texte pour illustrer l'idée que la consommation culturelle remplace partiellement le rôle de la langue dans l'identité corse ?,"La consommation culturelle, comme par exemple la gastronomie, la mode, les cosmétiques, et le Sporting, est un élément qui permet de revendiquer une appartenance à la Corse, même sans maîtriser sa langue."
,2534,9,"ollama:ministral-3:3b,ollama:llama3.2:3b,ollama:qwen3.5:2b,ollama:qwen3.5:4b",8.25,,4,combination,Quels exemples concrets sont donnés dans le texte pour illustrer l'idée que la consommation culturelle remplace partiellement le rôle de la langue dans l'identité corse ?,"La consommation culturelle, comme par exemple la gastronomie, la mode, les cosmétiques, et le Sporting, est un élément qui permet de revendiquer une appartenance à la Corse, même sans maîtriser sa langue."
,2534,9,"ollama:llama3.2:1b,ollama:llama3.2:3b,ollama:qwen3.5:2b,ollama:qwen3.5:4b",8.0,,4,combination,Quels exemples concrets sont donnés dans le texte pour illustrer l'idée que la consommation culturelle remplace partiellement le rôle de la langue dans l'identité corse ?,"La consommation culturelle, comme par exemple la gastronomie, la mode, les cosmétiques, et le Sporting, est un élément qui permet de revendiquer une appartenance à la Corse, même sans maîtriser sa langue."
"C est une excellente réponse. Vous avez parfaitement saisi pourquoi le football, et notamment le club du Sporting, constitue un vecteur d identification si fort pour la région.",2535,7,google:gemini-3.5-flash-lite,10,1.113,,individual,"Pourquoi le football est-il considéré comme un vecteur puissant d'identification en Corse, selon le texte ?","Le football est l’un des plus puissants vecteurs d’identification culturel pour s’identifier à une ville ou une région, et encore plus pour les clubs locaux, comme celui du Sporting"
"C'est une analyse très pertinente. Vous avez bien saisi que le football agit comme un puissant vecteur d'identification locale, notamment via les clubs. Pourriez-vous compléter votre réponse en mentionnant l'exemple historique cité dans le texte concernant le SC Bastia ou la perspective de Jean-Claude Michéa pour illustrer davantage cette idée ?",2535,7,google:gemini-3.1-flash-lite,8,2.053,,individual,"Pourquoi le football est-il considéré comme un vecteur puissant d'identification en Corse, selon le texte ?","Le football est l’un des plus puissants vecteurs d’identification culturel pour s’identifier à une ville ou une région, et encore plus pour les clubs locaux, comme celui du Sporting"
"Erreur: <failed_attempts>

<generation number=""1"">
<exception>
    The output is incomplete due to a max_tokens length limit.
</exception>
<completion>
    ChatCompletion(id='chatcmpl-818', choices=[Choice(finish_reason='length', index=0, logprobs=None, message=ChatCompletionMessage(content='{""score"":9,""feedback"":""Votre réponse capture parfaitement l’essentiel', refusal=None, role='assistant', annotations=None, audio=None, function_call=None, tool_calls=None))], created=1789937197, model='ministral-3:3b', object='chat.completion', service_tier=None, system_fingerprint='fp_ollama', usage=CompletionUsage(completion_tokens=45, prompt_tokens=12243, total_tokens=12288, completion_tokens_details=CompletionTokensDetails(accepted_prediction_tokens=None, audio_tokens=0, reasoning_tokens=0, rejected_prediction_tokens=None), prompt_tokens_details=PromptTokensDetails(audio_tokens=0, cached_tokens=0)))
</completion>
</generation>

<generation number=""2"">
<exception>
    The output is incomplete due to a max_tokens length limit.
</exception>
<completion>
    ChatCompletion(id='chatcmpl-247', choices=[Choice(finish_reason='length', index=0, logprobs=None, message=ChatCompletionMessage(content='{""score"":9,\n""feedback"":""Votre réponse capture très bien la', refusal=None, role='assistant', annotations=None, audio=None, function_call=None, tool_calls=None))], created=1789937198, model='ministral-3:3b', object='chat.completion', service_tier=None, system_fingerprint='fp_ollama', usage=CompletionUsage(completion_tokens=45, prompt_tokens=12243, total_tokens=12288, completion_tokens_details=CompletionTokensDetails(accepted_prediction_tokens=None, audio_tokens=0, reasoning_tokens=0, rejected_prediction_tokens=None), prompt_tokens_details=PromptTokensDetails(audio_tokens=0, cached_tokens=0)))
</completion>
</generation>

<generation number=""3"">
<exception>
    The output is incomplete due to a max_tokens length limit.
</exception>
<completion>
    ChatCompletion(id='chatcmpl-437', choices=[Choice(finish_reason='length', index=0, logprobs=None, message=ChatCompletionMessage(content='{""score"":8,\n""feedback"":""Votre réponse capture bien la force', refusal=None, role='assistant', annotations=None, audio=None, function_call=None, tool_calls=None))], created=1789937199, model='ministral-3:3b', object='chat.completion', service_tier=None, system_fingerprint='fp_ollama', usage=CompletionUsage(completion_tokens=45, prompt_tokens=12243, total_tokens=12288, completion_tokens_details=CompletionTokensDetails(accepted_prediction_tokens=None, audio_tokens=0, reasoning_tokens=0, rejected_prediction_tokens=None), prompt_tokens_details=PromptTokensDetails(audio_tokens=0, cached_tokens=0)))
</completion>
</generation>

</failed_attempts>

<last_exception>
    The output is incomplete due to a max_tokens length limit.
</last_exception>",2535,7,ollama:ministral-3:3b,0,0,,individual,"Pourquoi le football est-il considéré comme un vecteur puissant d'identification en Corse, selon le texte ?","Le football est l’un des plus puissants vecteurs d’identification culturel pour s’identifier à une ville ou une région, et encore plus pour les clubs locaux, comme celui du Sporting"
"Vos réponses sont très bien. Vous avez compris l'idée selon laquelle le football est un vecteur puissant d'identification culturel en Corse, notamment à travers les clubs locaux comme le SCB et les discours de figures comme Fernand Sastre sur l'importance du football dans la création d'une identité régionale. Vous avez également fourni des exemples clairs pour illustrer comment le football peut incarner une nouvelle forme d'identité culturelle, ainsi que les avantages culturels et économiques de s'identifier à un club sportif local. Vos réponses sont très bien et vous avez compris les principes.",2535,7,ollama:llama3.2:1b,9,7.822,,individual,"Pourquoi le football est-il considéré comme un vecteur puissant d'identification en Corse, selon le texte ?","Le football est l’un des plus puissants vecteurs d’identification culturel pour s’identifier à une ville ou une région, et encore plus pour les clubs locaux, comme celui du Sporting"
"En effet, le football est considéré comme un vecteur puissant d'identification en Corse car il permet de créer un sentiment d'appartenance collective, notamment à travers les clubs locaux comme le SCB (Sporting Club de Bastia). La réponse utilisateur a identifié correctement l'importance du football dans l'identité corse. Le texte souligne également l'impact de Fernand Sastre sur cette idée, avec sa déclaration « désormais on pourra dire la Corse et Bastia » qui illustre comment le football peut incarner une nouvelle forme d'identité régionale. Les variations linguistiques en Corse sont liées à la nécessité pour les groupes humains de se différencier, ce qui se reflète dans leur parler. Le football joue un rôle important dans l'identité corse.",2535,7,ollama:llama3.2:3b,9,7.307,,individual,"Pourquoi le football est-il considéré comme un vecteur puissant d'identification en Corse, selon le texte ?","Le football est l’un des plus puissants vecteurs d’identification culturel pour s’identifier à une ville ou une région, et encore plus pour les clubs locaux, comme celui du Sporting"
"La réponse de l'utilisateur capture correctement la notion centrale : le football comme vecteur d'identification via des clubs locaux (Sporting). Cependant, elle manque une précision importante concernant les noms propres spécifiques mentionnés dans les réponses attendues. L'exemple du SCB et celui de Fernand Sastre avec son slogan (« Corse et Bastia ») sont cités fréquemment dans le texte comme étant l'évidence la plus forte ou celle qui illustre le mieux cette substitution d'identité, ce que votre réponse ne mentionne pas explicitement. De même, elle omet Jean-Claude Michéa dont les paroles sur la « ressource culturelle ultime » constituent un argument majeur du passage en question.",2535,7,ollama:qwen3.5:2b,4,5.706,,individual,"Pourquoi le football est-il considéré comme un vecteur puissant d'identification en Corse, selon le texte ?","Le football est l’un des plus puissants vecteurs d’identification culturel pour s’identifier à une ville ou une région, et encore plus pour les clubs locaux, comme celui du Sporting"
"Votre réponse capte parfaitement le cœur de l'argumentation : le football permet d'affirmer son appartenance à une ville (Bastia) ou une région au-delà des identités historiques traditionnelles. Vous avez bien souligné que les clubs locaux, comme le Sporting, deviennent ces nouveaux symboles d'identité collective.",2535,7,ollama:qwen3.5:4b,9,37.733,,individual,"Pourquoi le football est-il considéré comme un vecteur puissant d'identification en Corse, selon le texte ?","Le football est l’un des plus puissants vecteurs d’identification culturel pour s’identifier à une ville ou une région, et encore plus pour les clubs locaux, comme celui du Sporting"
,2535,7,google:gemini-3.5-flash-lite,10.0,,1,combination,"Pourquoi le football est-il considéré comme un vecteur puissant d'identification en Corse, selon le texte ?","Le football est l’un des plus puissants vecteurs d’identification culturel pour s’identifier à une ville ou une région, et encore plus pour les clubs locaux, comme celui du Sporting"
,2535,7,google:gemini-3.1-flash-lite,8.0,,1,combination,"Pourquoi le football est-il considéré comme un vecteur puissant d'identification en Corse, selon le texte ?","Le football est l’un des plus puissants vecteurs d’identification culturel pour s’identifier à une ville ou une région, et encore plus pour les clubs locaux, comme celui du Sporting"
,2535,7,ollama:ministral-3:3b,0.0,,1,combination,"Pourquoi le football est-il considéré comme un vecteur puissant d'identification en Corse, selon le texte ?","Le football est l’un des plus puissants vecteurs d’identification culturel pour s’identifier à une ville ou une région, et encore plus pour les clubs locaux, comme celui du Sporting"
,2535,7,ollama:llama3.2:1b,9.0,,1,combination,"Pourquoi le football est-il considéré comme un vecteur puissant d'identification en Corse, selon le texte ?","Le football est l’un des plus puissants vecteurs d’identification culturel pour s’identifier à une ville ou une région, et encore plus pour les clubs locaux, comme celui du Sporting"
,2535,7,ollama:llama3.2:3b,9.0,,1,combination,"Pourquoi le football est-il considéré comme un vecteur puissant d'identification en Corse, selon le texte ?","Le football est l’un des plus puissants vecteurs d’identification culturel pour s’identifier à une ville ou une région, et encore plus pour les clubs locaux, comme celui du Sporting"
,2535,7,ollama:qwen3.5:2b,4.0,,1,combination,"Pourquoi le football est-il considéré comme un vecteur puissant d'identification en Corse, selon le texte ?","Le football est l’un des plus puissants vecteurs d’identification culturel pour s’identifier à une ville ou une région, et encore plus pour les clubs locaux, comme celui du Sporting"
,2535,7,ollama:qwen3.5:4b,9.0,,1,combination,"Pourquoi le football est-il considéré comme un vecteur puissant d'identification en Corse, selon le texte ?","Le football est l’un des plus puissants vecteurs d’identification culturel pour s’identifier à une ville ou une région, et encore plus pour les clubs locaux, comme celui du Sporting"
,2535,7,"google:gemini-3.5-flash-lite,google:gemini-3.1-flash-lite",9.0,,2,combination,"Pourquoi le football est-il considéré comme un vecteur puissant d'identification en Corse, selon le texte ?","Le football est l’un des plus puissants vecteurs d’identification culturel pour s’identifier à une ville ou une région, et encore plus pour les clubs locaux, comme celui du Sporting"
,2535,7,"google:gemini-3.5-flash-lite,ollama:ministral-3:3b",5.0,,2,combination,"Pourquoi le football est-il considéré comme un vecteur puissant d'identification en Corse, selon le texte ?","Le football est l’un des plus puissants vecteurs d’identification culturel pour s’identifier à une ville ou une région, et encore plus pour les clubs locaux, comme celui du Sporting"
,2535,7,"google:gemini-3.5-flash-lite,ollama:llama3.2:1b",9.5,,2,combination,"Pourquoi le football est-il considéré comme un vecteur puissant d'identification en Corse, selon le texte ?","Le football est l’un des plus puissants vecteurs d’identification culturel pour s’identifier à une ville ou une région, et encore plus pour les clubs locaux, comme celui du Sporting"
,2535,7,"google:gemini-3.5-flash-lite,ollama:llama3.2:3b",9.5,,2,combination,"Pourquoi le football est-il considéré comme un vecteur puissant d'identification en Corse, selon le texte ?","Le football est l’un des plus puissants vecteurs d’identification culturel pour s’identifier à une ville ou une région, et encore plus pour les clubs locaux, comme celui du Sporting"
,2535,7,"google:gemini-3.5-flash-lite,ollama:qwen3.5:2b",7.0,,2,combination,"Pourquoi le football est-il considéré comme un vecteur puissant d'identification en Corse, selon le texte ?","Le football est l’un des plus puissants vecteurs d’identification culturel pour s’identifier à une ville ou une région, et encore plus pour les clubs locaux, comme celui du Sporting"
,2535,7,"google:gemini-3.5-flash-lite,ollama:qwen3.5:4b",9.5,,2,combination,"Pourquoi le football est-il considéré comme un vecteur puissant d'identification en Corse, selon le texte ?","Le football est l’un des plus puissants vecteurs d’identification culturel pour s’identifier à une ville ou une région, et encore plus pour les clubs locaux, comme celui du Sporting"
,2535,7,"google:gemini-3.1-flash-lite,ollama:ministral-3:3b",4.0,,2,combination,"Pourquoi le football est-il considéré comme un vecteur puissant d'identification en Corse, selon le texte ?","Le football est l’un des plus puissants vecteurs d’identification culturel pour s’identifier à une ville ou une région, et encore plus pour les clubs locaux, comme celui du Sporting"
,2535,7,"google:gemini-3.1-flash-lite,ollama:llama3.2:1b",8.5,,2,combination,"Pourquoi le football est-il considéré comme un vecteur puissant d'identification en Corse, selon le texte ?","Le football est l’un des plus puissants vecteurs d’identification culturel pour s’identifier à une ville ou une région, et encore plus pour les clubs locaux, comme celui du Sporting"
,2535,7,"google:gemini-3.1-flash-lite,ollama:llama3.2:3b",8.5,,2,combination,"Pourquoi le football est-il considéré comme un vecteur puissant d'identification en Corse, selon le texte ?","Le football est l’un des plus puissants vecteurs d’identification culturel pour s’identifier à une ville ou une région, et encore plus pour les clubs locaux, comme celui du Sporting"
,2535,7,"google:gemini-3.1-flash-lite,ollama:qwen3.5:2b",6.0,,2,combination,"Pourquoi le football est-il considéré comme un vecteur puissant d'identification en Corse, selon le texte ?","Le football est l’un des plus puissants vecteurs d’identification culturel pour s’identifier à une ville ou une région, et encore plus pour les clubs locaux, comme celui du Sporting"
,2535,7,"google:gemini-3.1-flash-lite,ollama:qwen3.5:4b",8.5,,2,combination,"Pourquoi le football est-il considéré comme un vecteur puissant d'identification en Corse, selon le texte ?","Le football est l’un des plus puissants vecteurs d’identification culturel pour s’identifier à une ville ou une région, et encore plus pour les clubs locaux, comme celui du Sporting"
,2535,7,"ollama:ministral-3:3b,ollama:llama3.2:1b",4.5,,2,combination,"Pourquoi le football est-il considéré comme un vecteur puissant d'identification en Corse, selon le texte ?","Le football est l’un des plus puissants vecteurs d’identification culturel pour s’identifier à une ville ou une région, et encore plus pour les clubs locaux, comme celui du Sporting"
,2535,7,"ollama:ministral-3:3b,ollama:llama3.2:3b",4.5,,2,combination,"Pourquoi le football est-il considéré comme un vecteur puissant d'identification en Corse, selon le texte ?","Le football est l’un des plus puissants vecteurs d’identification culturel pour s’identifier à une ville ou une région, et encore plus pour les clubs locaux, comme celui du Sporting"
,2535,7,"ollama:ministral-3:3b,ollama:qwen3.5:2b",2.0,,2,combination,"Pourquoi le football est-il considéré comme un vecteur puissant d'identification en Corse, selon le texte ?","Le football est l’un des plus puissants vecteurs d’identification culturel pour s’identifier à une ville ou une région, et encore plus pour les clubs locaux, comme celui du Sporting"
,2535,7,"ollama:ministral-3:3b,ollama:qwen3.5:4b",4.5,,2,combination,"Pourquoi le football est-il considéré comme un vecteur puissant d'identification en Corse, selon le texte ?","Le football est l’un des plus puissants vecteurs d’identification culturel pour s’identifier à une ville ou une région, et encore plus pour les clubs locaux, comme celui du Sporting"
,2535,7,"ollama:llama3.2:1b,ollama:llama3.2:3b",9.0,,2,combination,"Pourquoi le football est-il considéré comme un vecteur puissant d'identification en Corse, selon le texte ?","Le football est l’un des plus puissants vecteurs d’identification culturel pour s’identifier à une ville ou une région, et encore plus pour les clubs locaux, comme celui du Sporting"
,2535,7,"ollama:llama3.2:1b,ollama:qwen3.5:2b",6.5,,2,combination,"Pourquoi le football est-il considéré comme un vecteur puissant d'identification en Corse, selon le texte ?","Le football est l’un des plus puissants vecteurs d’identification culturel pour s’identifier à une ville ou une région, et encore plus pour les clubs locaux, comme celui du Sporting"
,2535,7,"ollama:llama3.2:1b,ollama:qwen3.5:4b",9.0,,2,combination,"Pourquoi le football est-il considéré comme un vecteur puissant d'identification en Corse, selon le texte ?","Le football est l’un des plus puissants vecteurs d’identification culturel pour s’identifier à une ville ou une région, et encore plus pour les clubs locaux, comme celui du Sporting"
,2535,7,"ollama:llama3.2:3b,ollama:qwen3.5:2b",6.5,,2,combination,"Pourquoi le football est-il considéré comme un vecteur puissant d'identification en Corse, selon le texte ?","Le football est l’un des plus puissants vecteurs d’identification culturel pour s’identifier à une ville ou une région, et encore plus pour les clubs locaux, comme celui du Sporting"
,2535,7,"ollama:llama3.2:3b,ollama:qwen3.5:4b",9.0,,2,combination,"Pourquoi le football est-il considéré comme un vecteur puissant d'identification en Corse, selon le texte ?","Le football est l’un des plus puissants vecteurs d’identification culturel pour s’identifier à une ville ou une région, et encore plus pour les clubs locaux, comme celui du Sporting"
,2535,7,"ollama:qwen3.5:2b,ollama:qwen3.5:4b",6.5,,2,combination,"Pourquoi le football est-il considéré comme un vecteur puissant d'identification en Corse, selon le texte ?","Le football est l’un des plus puissants vecteurs d’identification culturel pour s’identifier à une ville ou une région, et encore plus pour les clubs locaux, comme celui du Sporting"
,2535,7,"google:gemini-3.5-flash-lite,google:gemini-3.1-flash-lite,ollama:ministral-3:3b",6.0,,3,combination,"Pourquoi le football est-il considéré comme un vecteur puissant d'identification en Corse, selon le texte ?","Le football est l’un des plus puissants vecteurs d’identification culturel pour s’identifier à une ville ou une région, et encore plus pour les clubs locaux, comme celui du Sporting"
,2535,7,"google:gemini-3.5-flash-lite,google:gemini-3.1-flash-lite,ollama:llama3.2:1b",9.0,,3,combination,"Pourquoi le football est-il considéré comme un vecteur puissant d'identification en Corse, selon le texte ?","Le football est l’un des plus puissants vecteurs d’identification culturel pour s’identifier à une ville ou une région, et encore plus pour les clubs locaux, comme celui du Sporting"
,2535,7,"google:gemini-3.5-flash-lite,google:gemini-3.1-flash-lite,ollama:llama3.2:3b",9.0,,3,combination,"Pourquoi le football est-il considéré comme un vecteur puissant d'identification en Corse, selon le texte ?","Le football est l’un des plus puissants vecteurs d’identification culturel pour s’identifier à une ville ou une région, et encore plus pour les clubs locaux, comme celui du Sporting"
,2535,7,"google:gemini-3.5-flash-lite,google:gemini-3.1-flash-lite,ollama:qwen3.5:2b",7.33,,3,combination,"Pourquoi le football est-il considéré comme un vecteur puissant d'identification en Corse, selon le texte ?","Le football est l’un des plus puissants vecteurs d’identification culturel pour s’identifier à une ville ou une région, et encore plus pour les clubs locaux, comme celui du Sporting"
,2535,7,"google:gemini-3.5-flash-lite,google:gemini-3.1-flash-lite,ollama:qwen3.5:4b",9.0,,3,combination,"Pourquoi le football est-il considéré comme un vecteur puissant d'identification en Corse, selon le texte ?","Le football est l’un des plus puissants vecteurs d’identification culturel pour s’identifier à une ville ou une région, et encore plus pour les clubs locaux, comme celui du Sporting"
,2535,7,"google:gemini-3.5-flash-lite,ollama:ministral-3:3b,ollama:llama3.2:1b",6.33,,3,combination,"Pourquoi le football est-il considéré comme un vecteur puissant d'identification en Corse, selon le texte ?","Le football est l’un des plus puissants vecteurs d’identification culturel pour s’identifier à une ville ou une région, et encore plus pour les clubs locaux, comme celui du Sporting"
,2535,7,"google:gemini-3.5-flash-lite,ollama:ministral-3:3b,ollama:llama3.2:3b",6.33,,3,combination,"Pourquoi le football est-il considéré comme un vecteur puissant d'identification en Corse, selon le texte ?","Le football est l’un des plus puissants vecteurs d’identification culturel pour s’identifier à une ville ou une région, et encore plus pour les clubs locaux, comme celui du Sporting"
,2535,7,"google:gemini-3.5-flash-lite,ollama:ministral-3:3b,ollama:qwen3.5:2b",4.67,,3,combination,"Pourquoi le football est-il considéré comme un vecteur puissant d'identification en Corse, selon le texte ?","Le football est l’un des plus puissants vecteurs d’identification culturel pour s’identifier à une ville ou une région, et encore plus pour les clubs locaux, comme celui du Sporting"
,2535,7,"google:gemini-3.5-flash-lite,ollama:ministral-3:3b,ollama:qwen3.5:4b",6.33,,3,combination,"Pourquoi le football est-il considéré comme un vecteur puissant d'identification en Corse, selon le texte ?","Le football est l’un des plus puissants vecteurs d’identification culturel pour s’identifier à une ville ou une région, et encore plus pour les clubs locaux, comme celui du Sporting"
,2535,7,"google:gemini-3.5-flash-lite,ollama:llama3.2:1b,ollama:llama3.2:3b",9.33,,3,combination,"Pourquoi le football est-il considéré comme un vecteur puissant d'identification en Corse, selon le texte ?","Le football est l’un des plus puissants vecteurs d’identification culturel pour s’identifier à une ville ou une région, et encore plus pour les clubs locaux, comme celui du Sporting"
,2535,7,"google:gemini-3.5-flash-lite,ollama:llama3.2:1b,ollama:qwen3.5:2b",7.67,,3,combination,"Pourquoi le football est-il considéré comme un vecteur puissant d'identification en Corse, selon le texte ?","Le football est l’un des plus puissants vecteurs d’identification culturel pour s’identifier à une ville ou une région, et encore plus pour les clubs locaux, comme celui du Sporting"
,2535,7,"google:gemini-3.5-flash-lite,ollama:llama3.2:1b,ollama:qwen3.5:4b",9.33,,3,combination,"Pourquoi le football est-il considéré comme un vecteur puissant d'identification en Corse, selon le texte ?","Le football est l’un des plus puissants vecteurs d’identification culturel pour s’identifier à une ville ou une région, et encore plus pour les clubs locaux, comme celui du Sporting"
